conversation_id,speaker_id,start_time,end_time,text,outcome
80571_9,0,21.11,26.54,Great question. No long-term commitment—just a 12-month fixed rate and you can cancel anytime with no penalty. The $10 discount kicks in the first full billing cycle.,sale
80571_9,1,26.72,29.86,"Okay, that sounds better. What's my current rate and how does your offer compare?",sale
80571_9,0,30.2,36.61,"Right now, I see you’re paying $0.172/kWh. Our new plan is $0.148/kWh and, with the $10 discount, you’ll save about $12-15 monthly based on your current usage.",sale
80571_9,1,36.96,39.2,"Hmm. Is that rate guaranteed, or could it go up?",sale
80571_9,0,39.35,43.36,The $0.148 rate is locked for 12 months and the $10 monthly credit is also guaranteed as long as you’re enrolled.,sale
80571_9,1,43.66,45.32,That’s reassuring. Are there setup fees or do I need to switch providers?,sale
80571_9,0,45.73,48.98,All setup is free. You keep the same provider for delivery and service—there’s just a billing change and your savings start automatically.,sale
80571_9,1,49.24,52.06,"Okay, I don’t have to worry about my power getting interrupted or anything?",sale
80571_9,0,52.12,54.79,No service interruption at all—it's just better rates and a monthly discount.,sale
80571_9,1,55.01,57.42,"Alright, this sounds worthwhile. What do you need from me?",sale
80571_9,0,57.65,64.16,"Great! I’ll need your service address and, just to confirm, your current billing email for your monthly statement. After that, you’ll get a confirmation email detailing your new rate and discount.",sale
80571_9,1,64.41,67.12,"Sure, my address is 452 Oak Hill Drive and my billing email is the same as before: mpete@email.com.",sale
80571_9,0,67.34,71.68,Perfect. Last thing: can you confirm the last four digits of your account number for security?,sale
80571_9,1,71.74,72.6,2084.,sale
80571_9,0,72.81,77.09,"Thank you! You’re now enrolled in the discounted energy plan. You’ll see the new rates on your next bill. Welcome to SunStream Energy, Mrs. Peterson.",sale
80571_9,1,77.18,78.26,"Thank you, Jordan. This was easy!",sale
80571_9,0,78.35,80.74,It’s been a pleasure. We’ll send your confirmation in the next hour—have a great day!,sale
25837_10,0,1.1,3.45,"Good afternoon, may I speak with Mr. Grant Thompson please?",sale
25837_10,1,3.82,5.37,This is Grant—who's calling?,sale
25837_10,0,5.89,10.98,"Hi, Grant, my name is Sara Martinez and I'm calling from NorthStar Energy. First of all, thanks for being a loyal customer—I see you've been with us for almost three years now.",sale
25837_10,1,11.12,11.85,"Oh, well, thank you.",sale
25837_10,0,12.06,20.73,The reason for my call is to let you know we’ve just released a new energy plan—one that rewards customers like you. It includes a locked-in electricity rate with a guaranteed 12% discount for the first six months. Can I quickly explain how it works?,sale
25837_10,1,21.15,23.59,Of course. How’s it different from my current plan?,sale
25837_10,0,24.03,30.67,"Great. Right now, you’re paying $0.154 per kilowatt-hour and your monthly average is about $87. With our new plan, your rate drops to $0.136 per kilowatt-hour, and you’ll save nearly $10 a month—plus you’ll get that 12% bonus savings applied directly.",sale
25837_10,1,31.2,33.65,Is there a contract or cancellation fee if I commit?,sale
25837_10,0,34.09,38.44,"No long-term contract and no cancellation fee—the plan is month-to-month, so you’re never locked in. You can switch back or cancel any time without penalties.",sale
25837_10,1,39.18,41.22,"I like that. Does my service change, or is it just the billing rate?",sale
25837_10,0,41.9,48.2,"Just the rate—the electricity supply at your home stays the same, and you’ll still get support through our customer service as usual. The only difference will be the bigger savings you see each month.",sale
25837_10,1,48.6,51.14,Sounds promising. Is there a catch—like introductory pricing or extra fees I should look for?,sale
25837_10,0,51.75,55.6,"There’s no catch. The price is locked for six months. After that, you'll get our best ongoing rate available, and we’ll notify you in advance of any changes.",sale
25837_10,0,55.89,58.87,"Plus, you’re eligible for $50 bill credit just for joining—you’ll see it in your first invoice.",sale
25837_10,1,59.03,62.57,"Honestly, that all sounds pretty good. What do you need from me to start?",sale
25837_10,0,63.09,67.92,"Just need to confirm the service address we have on file—142 Oakridge Lane, correct? And your email for the welcome pack?",sale
25837_10,1,68.3,70.48,That’s right on both. My email is gthompson@email.com.,sale
25837_10,0,71.09,75.83,"Perfect. One last thing—are you the account holder? If not, I’d need their permission.",sale
25837_10,1,76.1,77.55,"I am, yes.",sale
25837_10,0,78.14,80.4,Great! Your new plan will start with your next billing cycle.,sale
25837_10,0,80.75,84.57,You'll receive a confirmation email and a special welcome packet with all details and terms within the next 24 hours.,sale
25837_10,1,85.13,86.7,I appreciate your help. Watching for the email.,sale
25837_10,0,87.05,90.32,"Thank you, Grant! Enjoy your savings. If you have questions, just reply to our welcome message or call this number.",sale
98052_11,0,1.02,4.55,"Good morning, am I speaking with Mr. Thompson?",sale
98052_11,1,4.8,5.65,"Yes, this is he.",sale
98052_11,0,6.02,10.19,Great! This is Lisa from BrightSpark Energy. How are you today?,sale
98052_11,1,10.34,11.41,"I'm doing well, thank you.",sale
98052_11,0,11.73,17.19,I promise to be brief—I’m just calling because you’re eligible for our new energy plan with exclusive discounts for loyal customers.,sale
98052_11,1,17.39,19.29,"Oh, okay. I didn’t realize you had new plans out.",sale
98052_11,0,19.61,25.4,"Yes! We just rolled this out this week. For customers like you, we’re offering a fixed-rate plan at $0.11 per kWh with no peak pricing. Plus, you’ll get an additional $8 credit off your first bill.",sale
98052_11,1,25.81,27.57,"Hmm, that does sound better than my current rate. Is there a contract involved?",sale
98052_11,0,27.78,31.14,"It’s a flexible 12-month term, but you can cancel any time without a penalty—so you’re not locked in. And we guarantee no surprise price hikes.",sale
98052_11,1,31.46,35.14,"Alright, and do I need to switch providers or will it stay the same?",sale
98052_11,0,35.53,39.25,"Your provider stays the same—BrightSpark continues handling your electricity, and your service remains uninterrupted.",sale
98052_11,1,39.41,44.78,"That’s good. I had issues with my last transition, so I just want to make sure nothing changes with the actual service.",sale
98052_11,0,45.31,49.9,"Totally understandable. All that changes is your cost—your lights stay on, no technicians or new equipment needed.",sale
98052_11,0,50.22,53.88,"Also, if you ever have questions, our customer care is available 24/7, even on weekends.",sale
98052_11,1,54.12,55.75,That’s definitely reassuring. So how do I get this started?,sale
98052_11,0,56.1,60.92,"I’ll just need your verbal consent to switch you to this new plan—your account number is the same, and your next bill will reflect the lower rate and welcome credit.",sale
98052_11,1,61.37,63.19,"Yes, please sign me up. That sounds great.",sale
98052_11,0,63.55,70.06,"Perfect! I’ll enroll you right now, and you’ll get a confirmation by email within 30 minutes. Would you like your confirmation sent to the same email you use for billing?",sale
98052_11,1,70.51,71.91,"Yes, that works.",sale
98052_11,0,72.12,76.09,"Excellent. Last thing: just to confirm for our records, could you state your full name and date of birth?",sale
98052_11,1,76.38,78.91,"Sure, it's James Alan Thompson, April 3rd, 1975.",sale
98052_11,0,79.19,83.42,Thank you so much! Welcome to our new GreenSaver plan. Your savings will kick in right away.,sale
98052_11,1,83.75,85.09,"Wonderful. I appreciate your help, Lisa.",sale
98052_11,0,85.6,88.38,"Have a fantastic day, Mr. Thompson! And thank you for going green with us.",sale
57820_12,0,1.52,5.07,"Hello, may I speak with Ms. Taylor please?",sale
57820_12,1,5.41,6.7,"Hi, this is she. Who's calling?",sale
57820_12,0,7.14,11.08,"Hi Ms. Taylor, my name is Henry from Sunlight Energy Solutions. Thank you for taking my call today.",sale
57820_12,1,11.52,12.27,"Of course, no problem.",sale
57820_12,0,12.84,17.52,"I’ll be brief. We’re reaching out because you’re eligible for our new HomeSmart energy plan, which offers fixed-rate savings and exclusive monthly discounts for loyal customers like yourself.",sale
57820_12,1,18.03,20.43,"Okay, I’m listening. Can you give me the main details?",sale
57820_12,0,20.87,27.51,"Absolutely. With this plan, you’ll get a locked-in 14-cent per kilowatt-hour rate for the next 12 months, with no peak or off-peak surges. Plus, you’ll receive a $7 discount each month on your bill just for enrolling.",sale
57820_12,1,28.09,31.36,"That sounds interesting, but are there any additional fees or commitments?",sale
57820_12,0,32.06,38.12,"Great question. There are no hidden fees and the contract is a standard 12-month term, but you can cancel anytime without penalty. We believe in keeping things transparent and risk-free.",sale
57820_12,0,38.21,41.66,"On top of that, if you sign up today, we’ll waive the first $25 of your next bill as a welcome bonus.",sale
57820_12,1,42.09,44.27,"Alright, that's definitely tempting. What do you need from me to get started?",sale
57820_12,0,44.95,49.36,"Just a few details to enroll and confirm your address. I see your service address is still 304 Waverly Drive, correct?",sale
57820_12,1,49.88,50.76,"Yes, that's correct.",sale
57820_12,0,51.13,53.87,"Perfect. And the electricity account holder is you, correct?",sale
57820_12,1,54.32,54.92,"Yes, that's right.",sale
57820_12,0,55.58,58.14,"Great, thank you. Could you confirm the last four digits of your account for verification?",sale
57820_12,1,58.48,59.34,It’s 7592.,sale
57820_12,0,59.97,62.15,Thanks! Just a couple more things.,sale
57820_12,0,62.65,65.43,You'll get a confirmation email within the hour. Your new plan will begin at your next billing cycle.,sale
57820_12,0,66.02,68.92,Is there a best email address I should send the documents to?,sale
57820_12,1,69.69,70.58,"Yes, please use taylor.family@email.com.",sale
57820_12,0,71.37,73.04,"Got it, thank you. Just to recap:",sale
57820_12,0,73.22,77.56,"You’re locking in a 14-cent rate for 12 months, with a $7 monthly discount and your $25 welcome bonus. No penalty to cancel.",sale
57820_12,1,78.21,79.73,"Sounds perfect! Thank you, Henry.",sale
57820_12,0,80.44,84.12,"Thank you, Ms. Taylor. You’ll see your savings start on your next bill. We’re here if you have any questions at all.",sale
57820_12,1,84.7,85.21,Great. Have a good day!,sale
57820_12,0,85.9,87.52,"You too, Ms. Taylor. Welcome to HomeSmart!",sale
58231_13,0,1.12,4.1,"Hello, may I speak with Mrs. Sullivan? This is David from Northstar Energy calling.",sale
58231_13,1,4.53,5.31,"Yes, this is she.",sale
58231_13,0,5.89,11.05,"Hi Mrs. Sullivan, the reason for my call is that, as a valued customer, you’re eligible for a brand-new energy plan that can lower your monthly bill and grant exclusive discounts. Is this a good time to talk for just a minute?",sale
58231_13,1,11.45,13.87,"Sure, I have a few minutes. What’s this new plan about?",sale
58231_13,0,14.48,21.04,"Great! Our Saver Advantage plan offers a fixed-rate energy price that eliminates seasonal spikes, plus 12% off your bill every month for the next year, and a $50 welcome credit on your first statement.",sale
